Iteration: 50, loss: 253140240.000000
Iteration: 100, loss: 246836624.000000
Iteration: 150, loss: 241927280.000000
Iteration: 200, loss: 237837920.000000
Iteration: 250, loss: 234293488.000000
Iteration: 300, loss: 231150448.000000
Iteration: 350, loss: 228320960.000000
Iteration: 400, loss: 225736528.000000
Iteration: 450, loss: 223355872.000000
Iteration: 500, loss: 221144864.000000
Iteration: 550, loss: 219076832.000000
Iteration: 600, loss: 217133008.000000
Iteration: 650, loss: 215299360.000000
Iteration: 700, loss: 213561024.000000
Iteration: 750, loss: 211908016.000000
Iteration: 800, loss: 210330272.000000
Iteration: 850, loss: 208821072.000000
Iteration: 900, loss: 207373232.000000
Iteration: 950, loss: 205981104.000000
Iteration: 1000, loss: 204639904.000000
Iteration: 1050, loss: 203346016.000000
Iteration: 1100, loss: 202094544.000000
Iteration: 1150, loss: 200883280.000000
Iteration: 1200, loss: 199709168.000000
Iteration: 1250, loss: 198569536.000000
Iteration: 1300, loss: 197462336.000000
Iteration: 1350, loss: 196385728.000000
Iteration: 1400, loss: 195337888.000000
Iteration: 1450, loss: 194316304.000000
Iteration: 1500, loss: 193319168.000000
Iteration: 1550, loss: 192345888.000000
Iteration: 1600, loss: 191394832.000000
Iteration: 1650, loss: 190464960.000000
Iteration: 1700, loss: 189555264.000000
Iteration: 1750, loss: 188665136.000000
Iteration: 1800, loss: 187793360.000000
Iteration: 1850, loss: 186938784.000000
Iteration: 1900, loss: 186100864.000000
Iteration: 1950, loss: 185278704.000000
Iteration: 2000, loss: 184471536.000000
Iteration: 2050, loss: 183678640.000000
Iteration: 2100, loss: 182899744.000000
Iteration: 2150, loss: 182134384.000000
Iteration: 2200, loss: 181382192.000000
Iteration: 2250, loss: 180642288.000000
Iteration: 2300, loss: 179914464.000000
Iteration: 2350, loss: 179197920.000000
Iteration: 2400, loss: 178492848.000000
Iteration: 2450, loss: 177798752.000000
Iteration: 2500, loss: 177114880.000000
Iteration: 2550, loss: 176441008.000000
Iteration: 2600, loss: 175776976.000000
Iteration: 2650, loss: 175122656.000000
